SampleDate,temperature
2012-04-02T00:00:00Z,1.33
2012-04-03T00:00:00Z,1.48
2012-04-04T00:00:00Z,1.51
2012-04-05T00:00:00Z,1.31
2012-04-06T00:00:00Z,1.33
2012-04-07T00:00:00Z,1.3
2012-04-08T00:00:00Z,1.56
2012-04-09T00:00:00Z,1.58
2012-04-10T00:00:00Z,1.55
2012-04-11T00:00:00Z,1.6
2012-04-12T00:00:00Z,1.66
2012-04-13T00:00:00Z,1.68
2012-04-14T00:00:00Z,1.71
2012-04-15T00:00:00Z,1.65
2012-04-16T00:00:00Z,1.68
2012-04-17T00:00:00Z,1.79
2012-04-18T00:00:00Z,1.71
2012-04-19T00:00:00Z,1.76
2012-04-20T00:00:00Z,1.68
2012-04-21T00:00:00Z,1.66
2012-04-22T00:00:00Z,1.67
2012-04-23T00:00:00Z,1.7
2012-04-24T00:00:00Z,1.74
2012-04-25T00:00:00Z,1.87
2012-04-26T00:00:00Z,1.57
2012-04-27T00:00:00Z,1.75
2012-04-28T00:00:00Z,1.83
2012-04-29T00:00:00Z,1.94
2012-04-30T00:00:00Z,1.93
2012-05-01T00:00:00Z,2
2012-05-02T00:00:00Z,2.02
2012-05-03T00:00:00Z,2
2012-05-04T00:00:00Z,1.94
2012-05-05T00:00:00Z,1.79
2012-05-06T00:00:00Z,1.87
2012-05-07T00:00:00Z,2.06
2012-05-08T00:00:00Z,2.23
2012-05-09T00:00:00Z,2.37
2012-05-10T00:00:00Z,2.35
2012-05-11T00:00:00Z,2.19
2012-05-12T00:00:00Z,2.3
2012-05-13T00:00:00Z,2.38
2012-05-14T00:00:00Z,2.41
2012-05-15T00:00:00Z,2.32
2012-05-16T00:00:00Z,2.46
2012-05-17T00:00:00Z,2.34
2012-05-18T00:00:00Z,2.51
2012-05-19T00:00:00Z,2.47
2012-05-20T00:00:00Z,2.73
2012-05-21T00:00:00Z,2.75
2012-05-22T00:00:00Z,2.44
2012-05-23T00:00:00Z,2.41
2012-05-24T00:00:00Z,2.33
2012-05-25T00:00:00Z,2.54
2012-05-26T00:00:00Z,2.56
2012-05-27T00:00:00Z,2.27
2012-05-28T00:00:00Z,2.84
2012-05-29T00:00:00Z,3.37
2012-05-30T00:00:00Z,3.45
2012-05-31T00:00:00Z,3.45
2012-06-01T00:00:00Z,3.54
2012-06-02T00:00:00Z,3.33
2012-06-03T00:00:00Z,3.61
2012-06-04T00:00:00Z,3.93
2012-06-05T00:00:00Z,2.72
2012-06-06T00:00:00Z,2.87
2012-06-07T00:00:00Z,3.56
2012-06-08T00:00:00Z,3.64
2012-06-09T00:00:00Z,2.43
2012-06-10T00:00:00Z,3.26
2012-06-11T00:00:00Z,3.97
2012-06-12T00:00:00Z,4.37
2012-06-13T00:00:00Z,4.6
2012-06-14T00:00:00Z,4.14
2012-06-15T00:00:00Z,4.59
2012-06-16T00:00:00Z,4.65
2012-06-17T00:00:00Z,5.01
2012-06-18T00:00:00Z,4.47
2012-06-19T00:00:00Z,3.7
2012-06-20T00:00:00Z,4.67
2012-06-21T00:00:00Z,5.41
2012-06-22T00:00:00Z,5.95
2012-06-23T00:00:00Z,5.76
2012-06-24T00:00:00Z,6.27
2012-06-25T00:00:00Z,6.5
2012-06-26T00:00:00Z,5.34
2012-06-27T00:00:00Z,5.46
2012-06-28T00:00:00Z,6.54
2012-06-29T00:00:00Z,6.59
2012-06-30T00:00:00Z,7.05
2012-07-01T00:00:00Z,6.97
2012-07-02T00:00:00Z,7.27
2012-07-03T00:00:00Z,7.42
2012-07-04T00:00:00Z,6.85
2012-07-05T00:00:00Z,7.76
2012-07-06T00:00:00Z,7.74
2012-07-07T00:00:00Z,7.99
2012-07-08T00:00:00Z,8.16
2012-07-09T00:00:00Z,8.41
2012-07-10T00:00:00Z,8.56
2012-07-11T00:00:00Z,8.54
2012-07-12T00:00:00Z,8.81
2012-07-13T00:00:00Z,8.13
2012-07-14T00:00:00Z,8.35
2012-07-15T00:00:00Z,8.6
2012-07-16T00:00:00Z,7.95
2012-07-17T00:00:00Z,8.29
2012-07-18T00:00:00Z,8.58
2012-07-19T00:00:00Z,8.49
2012-07-20T00:00:00Z,8.87
2012-07-21T00:00:00Z,8.73
2012-07-22T00:00:00Z,8.89
2012-07-23T00:00:00Z,9.02
2012-07-24T00:00:00Z,8.6
2012-07-25T00:00:00Z,8.24
2012-07-26T00:00:00Z,8.85
2012-07-27T00:00:00Z,9.21
2012-07-28T00:00:00Z,9.12
2012-07-29T00:00:00Z,9.11
2012-07-30T00:00:00Z,9.13
2012-07-31T00:00:00Z,9
2012-08-01T00:00:00Z,8.8
2012-08-02T00:00:00Z,8.56
2012-08-03T00:00:00Z,8.33
2012-08-04T00:00:00Z,8.41
2012-08-05T00:00:00Z,8.78
2012-08-06T00:00:00Z,9.35
2012-08-07T00:00:00Z,9.04
2012-08-08T00:00:00Z,8.91
2012-08-09T00:00:00Z,9.18
2012-08-10T00:00:00Z,8.94
2012-08-11T00:00:00Z,8.75
2012-08-12T00:00:00Z,8.54
2012-08-13T00:00:00Z,8.76
2012-08-14T00:00:00Z,8.77
2012-08-15T00:00:00Z,8.74
2012-08-16T00:00:00Z,8.89
2012-08-17T00:00:00Z,8.72
2012-08-18T00:00:00Z,8.7
2012-08-19T00:00:00Z,8.84
2012-08-20T00:00:00Z,8.98
2012-08-21T00:00:00Z,8.77
2012-08-22T00:00:00Z,8.64
2012-08-23T00:00:00Z,8.36
2012-08-24T00:00:00Z,7.92
2012-08-25T00:00:00Z,7.41
2012-08-26T00:00:00Z,8.16
2012-08-27T00:00:00Z,8.74
2012-08-28T00:00:00Z,8.44
2012-08-29T00:00:00Z,7.86
2012-08-30T00:00:00Z,7.57
2012-08-31T00:00:00Z,7.9
2012-09-01T00:00:00Z,8.28
2012-09-02T00:00:00Z,7.14
2012-09-03T00:00:00Z,7.06
2012-09-04T00:00:00Z,7.18
2012-09-05T00:00:00Z,7.23
2012-09-06T00:00:00Z,7
2012-09-07T00:00:00Z,6.94
2012-09-08T00:00:00Z,7.04
2012-09-09T00:00:00Z,7.69
2012-09-10T00:00:00Z,7.39
2012-09-11T00:00:00Z,6.46
2012-09-12T00:00:00Z,5.89
2012-09-13T00:00:00Z,6.17
2012-09-14T00:00:00Z,6.47
2012-09-15T00:00:00Z,6.78
2012-09-16T00:00:00Z,6.91
2012-09-17T00:00:00Z,6.57
2012-09-19T00:00:00Z,6.58
2012-09-20T00:00:00Z,6.6
2012-09-21T00:00:00Z,6.64
2012-09-22T00:00:00Z,6.72
2012-09-23T00:00:00Z,7.13
2012-09-24T00:00:00Z,6.73
2012-09-25T00:00:00Z,7.1
2012-09-26T00:00:00Z,6.65
2012-09-27T00:00:00Z,6.4
2012-09-28T00:00:00Z,6.51
2012-09-29T00:00:00Z,6.69
2012-09-30T00:00:00Z,6.39
2012-10-01T00:00:00Z,6.21
2012-10-02T00:00:00Z,6.01
2012-10-03T00:00:00Z,4.75
2012-10-04T00:00:00Z,3.85
2012-10-05T00:00:00Z,3.36
2012-10-06T00:00:00Z,3.08
2012-10-07T00:00:00Z,3.19
2012-10-08T00:00:00Z,3.42
2012-10-09T00:00:00Z,3.71
2012-10-10T00:00:00Z,4.05
2012-10-11T00:00:00Z,4.22
2012-10-12T00:00:00Z,4.51
2012-10-13T00:00:00Z,4.91
2012-10-14T00:00:00Z,4.82
2012-10-15T00:00:00Z,5.44
2012-10-16T00:00:00Z,5.45
2012-10-17T00:00:00Z,3.44
2012-10-18T00:00:00Z,3.52
2012-10-19T00:00:00Z,4.31
2012-10-20T00:00:00Z,4.79
2012-10-21T00:00:00Z,3.63
2012-10-22T00:00:00Z,2.96
2012-10-23T00:00:00Z,1.55
2012-10-24T00:00:00Z,1.51
2012-10-25T00:00:00Z,2.28
2012-10-26T00:00:00Z,1.64
2012-10-27T00:00:00Z,2.5
2012-10-28T00:00:00Z,2.89
2012-10-29T00:00:00Z,3.43
2012-10-30T00:00:00Z,3.59
2012-10-31T00:00:00Z,3.72
2012-11-01T00:00:00Z,3.58
2012-11-02T00:00:00Z,3.03
2012-11-03T00:00:00Z,3.39
2012-11-04T00:00:00Z,3.64
2012-11-05T00:00:00Z,3.51
2012-11-06T00:00:00Z,3.55
2012-11-07T00:00:00Z,3.76
2012-11-08T00:00:00Z,3.6
2012-11-09T00:00:00Z,2.36
2012-11-10T00:00:00Z,1.43
2012-11-11T00:00:00Z,0.87
2012-11-12T00:00:00Z,1.3
2012-11-13T00:00:00Z,2.16
2012-11-14T00:00:00Z,2.37
2012-11-15T00:00:00Z,1.41
2012-11-16T00:00:00Z,2.22
2012-11-17T00:00:00Z,2.37
2012-11-18T00:00:00Z,1.98
2012-11-19T00:00:00Z,2.13
2012-11-20T00:00:00Z,2.4
2012-11-21T00:00:00Z,2.13
2012-11-22T00:00:00Z,1.33
2012-11-23T00:00:00Z,1.45
2012-11-24T00:00:00Z,2.01
2012-11-25T00:00:00Z,1.92
2012-11-26T00:00:00Z,0.81
2012-11-27T00:00:00Z,1.04
2012-11-28T00:00:00Z,1.42
2012-11-29T00:00:00Z,1.92
2012-11-30T00:00:00Z,1.56
2012-12-01T00:00:00Z,1.45
2012-12-02T00:00:00Z,1.24
2012-12-03T00:00:00Z,1.57
2012-12-04T00:00:00Z,1.7
2012-12-05T00:00:00Z,1.83
2012-12-06T00:00:00Z,1.99
2012-12-07T00:00:00Z,1.52
2012-12-08T00:00:00Z,1.02
2012-12-09T00:00:00Z,0.78
2012-12-10T00:00:00Z,1.42
2012-12-11T00:00:00Z,1.8
2012-12-12T00:00:00Z,1.54
2012-12-13T00:00:00Z,1.15
2012-12-14T00:00:00Z,1.53
2012-12-15T00:00:00Z,1.35
2012-12-16T00:00:00Z,1.02
2012-12-17T00:00:00Z,0.52
2012-12-18T00:00:00Z,0.58
2012-12-19T00:00:00Z,0.57
2012-12-20T00:00:00Z,1.11
2012-12-21T00:00:00Z,1.51
2012-12-22T00:00:00Z,1.41
2012-12-23T00:00:00Z,1.05
2012-12-24T00:00:00Z,1.01
2012-12-25T00:00:00Z,0.62
2012-12-26T00:00:00Z,1.1
2012-12-27T00:00:00Z,0.84
2012-12-28T00:00:00Z,0.69
2012-12-29T00:00:00Z,0.53
2012-12-30T00:00:00Z,0.44
2012-12-31T00:00:00Z,0.4
2013-01-01T00:00:00Z,0.45
2013-01-02T00:00:00Z,0.45
2013-01-03T00:00:00Z,0.47
2013-01-04T00:00:00Z,0.46
2013-01-05T00:00:00Z,0.56
2013-01-06T00:00:00Z,0.97
2013-01-07T00:00:00Z,0.78
2013-01-08T00:00:00Z,1.28
2013-01-09T00:00:00Z,1.41
2013-01-10T00:00:00Z,1.05
2013-01-11T00:00:00Z,0.49
2013-01-12T00:00:00Z,0.28
2013-01-13T00:00:00Z,0.29
2013-01-14T00:00:00Z,0.36
2013-01-15T00:00:00Z,0.55
2013-01-16T00:00:00Z,0.55
2013-01-17T00:00:00Z,0.6
2013-01-18T00:00:00Z,0.66
2013-01-19T00:00:00Z,0.61
2013-01-20T00:00:00Z,0.61
2013-01-21T00:00:00Z,0.69
2013-01-22T00:00:00Z,0.59
2013-01-23T00:00:00Z,0.89
2013-01-24T00:00:00Z,1.21
2013-01-25T00:00:00Z,1.36
2013-01-26T00:00:00Z,1.21
2013-01-27T00:00:00Z,0.97
2013-01-28T00:00:00Z,0.54
2013-01-29T00:00:00Z,0.77
2013-01-30T00:00:00Z,1.07
2013-01-31T00:00:00Z,1.24
2013-02-01T00:00:00Z,1.22
2013-02-02T00:00:00Z,0.65
2013-02-03T00:00:00Z,0.6
2013-02-04T00:00:00Z,0.95
2013-02-05T00:00:00Z,1.25
2013-02-06T00:00:00Z,0.97
2013-02-07T00:00:00Z,0.83
2013-02-08T00:00:00Z,0.79
2013-02-09T00:00:00Z,0.48
2013-02-10T00:00:00Z,0.33
2013-02-11T00:00:00Z,0.3
2013-02-12T00:00:00Z,0.45
2013-02-13T00:00:00Z,0.77
2013-02-14T00:00:00Z,0.55
2013-02-15T00:00:00Z,0.46
2013-02-16T00:00:00Z,0.61
2013-02-17T00:00:00Z,0.68
2013-02-18T00:00:00Z,0.37
2013-02-19T00:00:00Z,0.66
2013-02-20T00:00:00Z,0.48
2013-02-21T00:00:00Z,0.28
2013-02-22T00:00:00Z,0.51
2013-02-23T00:00:00Z,0.49
2013-02-24T00:00:00Z,0.31
2013-02-25T00:00:00Z,0.36
2013-02-26T00:00:00Z,0.34
2013-02-27T00:00:00Z,0.35
2013-02-28T00:00:00Z,0.57
2013-03-01T00:00:00Z,0.98
2013-03-02T00:00:00Z,0.94
2013-03-03T00:00:00Z,0.9
2013-03-04T00:00:00Z,0.29
2013-03-05T00:00:00Z,0.44
2013-03-06T00:00:00Z,0.72
2013-03-07T00:00:00Z,0.62
2013-03-08T00:00:00Z,0.52
2013-03-09T00:00:00Z,0.47
2013-03-10T00:00:00Z,0.6
2013-03-11T00:00:00Z,1.18
2013-03-12T00:00:00Z,1.13
2013-03-13T00:00:00Z,1.25
2013-03-14T00:00:00Z,1.26
2013-03-15T00:00:00Z,1.34
2013-03-16T00:00:00Z,1.03
2013-03-17T00:00:00Z,0.62
2013-03-18T00:00:00Z,0.48
2013-03-19T00:00:00Z,0.5
2013-03-20T00:00:00Z,0.89
2013-03-21T00:00:00Z,0.74
2013-03-22T00:00:00Z,0.43
2013-03-23T00:00:00Z,0.29
2013-03-24T00:00:00Z,0.32
2013-03-25T00:00:00Z,0.46
2013-03-26T00:00:00Z,0.87
2013-03-27T00:00:00Z,1.16
2013-03-28T00:00:00Z,1.26
2013-03-29T00:00:00Z,1.38
2013-03-30T00:00:00Z,1.35
2013-03-31T00:00:00Z,1.26
2013-04-01T00:00:00Z,1.34
2013-04-02T00:00:00Z,1.44
2013-04-03T00:00:00Z,1.47
2013-04-04T00:00:00Z,1.63
2013-04-05T00:00:00Z,1.61
2013-04-06T00:00:00Z,1.67
2013-04-07T00:00:00Z,1.3
2013-04-08T00:00:00Z,1.43
2013-04-09T00:00:00Z,1.27
2013-04-10T00:00:00Z,1.47
2013-04-11T00:00:00Z,1.69
2013-04-12T00:00:00Z,1.47
2013-04-13T00:00:00Z,1.36
2013-04-14T00:00:00Z,0.69
2013-04-15T00:00:00Z,0.97
2013-04-16T00:00:00Z,1.11
2013-04-17T00:00:00Z,0.77
2013-04-18T00:00:00Z,0.85
2013-04-19T00:00:00Z,1.44
2013-04-20T00:00:00Z,1.75
2013-04-21T00:00:00Z,1.57
2013-04-22T00:00:00Z,1.55
2013-04-23T00:00:00Z,1.04
2013-04-24T00:00:00Z,1.34
2013-04-25T00:00:00Z,1.77
2013-04-26T00:00:00Z,2.04
2013-04-27T00:00:00Z,2.28
2013-04-28T00:00:00Z,2.36
2013-04-29T00:00:00Z,2.13
2013-04-30T00:00:00Z,1.56
2013-05-01T00:00:00Z,1.54
2013-05-02T00:00:00Z,1.9
2013-05-03T00:00:00Z,2.27
2013-05-04T00:00:00Z,2.49
2013-05-05T00:00:00Z,2.5
2013-05-06T00:00:00Z,2.67
2013-05-07T00:00:00Z,2.76
2013-05-08T00:00:00Z,2.96
2013-05-09T00:00:00Z,3.09
2013-05-10T00:00:00Z,3.01
2013-05-11T00:00:00Z,2.88
2013-05-12T00:00:00Z,3.07
2013-05-13T00:00:00Z,3.07
2013-05-14T00:00:00Z,3.19
2013-05-15T00:00:00Z,3.2
2013-05-16T00:00:00Z,3.31
2013-05-17T00:00:00Z,3.23
2013-05-18T00:00:00Z,3.46
2013-05-19T00:00:00Z,3.42
2013-05-20T00:00:00Z,3.82
2013-05-21T00:00:00Z,3.73
2013-05-22T00:00:00Z,3.04
2013-05-23T00:00:00Z,2.9
2013-05-24T00:00:00Z,3.33
2013-05-25T00:00:00Z,3.98
2013-05-26T00:00:00Z,3.85
2013-05-27T00:00:00Z,4.03
2013-05-28T00:00:00Z,3.99
2013-05-29T00:00:00Z,3.74
2013-05-30T00:00:00Z,3.8
2013-05-31T00:00:00Z,4.33
2013-06-01T00:00:00Z,4.89
2013-06-02T00:00:00Z,5.18
2013-06-03T00:00:00Z,4.91
2013-06-04T00:00:00Z,5.4
2013-06-05T00:00:00Z,6
2013-06-06T00:00:00Z,6.33
2013-06-07T00:00:00Z,6.88
2013-06-08T00:00:00Z,6.8
2013-06-09T00:00:00Z,7.34
2013-06-10T00:00:00Z,7.64
2013-06-11T00:00:00Z,7.32
2013-06-12T00:00:00Z,7.18
2013-06-13T00:00:00Z,6.18
2013-06-14T00:00:00Z,5.36
2013-06-15T00:00:00Z,6.02
2013-06-16T00:00:00Z,6.7
2013-06-17T00:00:00Z,7.26
2013-06-18T00:00:00Z,7.6
2013-06-19T00:00:00Z,6.33
2013-06-20T00:00:00Z,5.4
2013-06-21T00:00:00Z,5.14
2013-06-22T00:00:00Z,6.03
2013-06-23T00:00:00Z,6.2
2013-06-24T00:00:00Z,6.6
2013-06-25T00:00:00Z,6.39
2013-06-26T00:00:00Z,7.1
2013-06-27T00:00:00Z,7.96
2013-06-28T00:00:00Z,8.51
2013-06-29T00:00:00Z,9.06
2013-06-30T00:00:00Z,9.11
2013-07-01T00:00:00Z,9.77
2013-07-02T00:00:00Z,10.13
2013-07-03T00:00:00Z,10.02
2013-07-04T00:00:00Z,9.46
2013-07-05T00:00:00Z,9.01
2013-07-06T00:00:00Z,8.59
2013-07-07T00:00:00Z,9.01
2013-07-08T00:00:00Z,9.04
2013-07-09T00:00:00Z,8.95
2013-07-10T00:00:00Z,9.23
2013-07-11T00:00:00Z,8.71
2013-07-12T00:00:00Z,8.91
2013-07-13T00:00:00Z,8.74
2013-07-14T00:00:00Z,8.73
2013-07-15T00:00:00Z,8.99
2013-07-16T00:00:00Z,9.46
2013-07-17T00:00:00Z,9.96
2013-07-18T00:00:00Z,9.16
2013-07-19T00:00:00Z,9.28
2013-07-20T00:00:00Z,9.4
2013-07-21T00:00:00Z,9.12
2013-07-22T00:00:00Z,8.95
2013-07-23T00:00:00Z,8.9
2013-07-24T00:00:00Z,9.05
2013-07-25T00:00:00Z,9.33
2013-07-26T00:00:00Z,9.34
2013-07-27T00:00:00Z,9.33
2013-07-28T00:00:00Z,8.82
2013-07-29T00:00:00Z,8.54
2013-07-30T00:00:00Z,8.86
2013-07-31T00:00:00Z,8.62
2013-08-01T00:00:00Z,9.27
2013-08-02T00:00:00Z,8.46
2013-08-03T00:00:00Z,8.13
2013-08-04T00:00:00Z,8.45
2013-08-05T00:00:00Z,8.78
2013-08-06T00:00:00Z,8.81
2013-08-07T00:00:00Z,8.87
2013-08-08T00:00:00Z,8.88
2013-08-09T00:00:00Z,8.9
2013-08-10T00:00:00Z,8.49
2013-08-11T00:00:00Z,8.51
2013-08-12T00:00:00Z,8.51
2013-08-13T00:00:00Z,8.65
2013-08-14T00:00:00Z,8.62
2013-08-15T00:00:00Z,8.76
2013-08-16T00:00:00Z,8.98
2013-08-17T00:00:00Z,8.83
2013-08-18T00:00:00Z,8.98
2013-08-19T00:00:00Z,9.1
2013-08-20T00:00:00Z,9.11
2013-08-21T00:00:00Z,9.03
2013-08-22T00:00:00Z,9.36
2013-08-23T00:00:00Z,9.28
2013-08-24T00:00:00Z,8.72
2013-08-25T00:00:00Z,8.84
2013-08-26T00:00:00Z,8.87
2013-08-27T00:00:00Z,9
2013-08-28T00:00:00Z,9.59
2013-08-29T00:00:00Z,9.44
2013-08-30T00:00:00Z,9.06
2013-08-31T00:00:00Z,8.8
2013-09-01T00:00:00Z,9.06
2013-09-02T00:00:00Z,9.39
2013-09-03T00:00:00Z,9.35
2013-09-04T00:00:00Z,9.6
2013-09-05T00:00:00Z,9.76
2013-09-06T00:00:00Z,9.42
2013-09-07T00:00:00Z,8.31
2013-09-08T00:00:00Z,8.2
2013-09-09T00:00:00Z,8.06
2013-09-11T00:00:00Z,8.43
2013-09-12T00:00:00Z,8.85
2013-09-13T00:00:00Z,8.75
2013-09-14T00:00:00Z,8.74
2013-09-15T00:00:00Z,9.03
2013-09-16T00:00:00Z,8.98
